Claim_ID,Claim_Date,Sale_ID,Repair_Status
CL-54739,Microsoft.OleDb.Date,BR-53792,In Progress
CL-1909,Microsoft.OleDb.Date,AX-32465,Pending
CL-94727,Microsoft.OleDb.Date,SZ-640681,Pending
CL-70289,Microsoft.OleDb.Date,DX-70753,Completed
CL-97899,Microsoft.OleDb.Date,RM-98105,Completed
CL-29580,Microsoft.OleDb.Date,OM-01085,Completed
CL-96942,Microsoft.OleDb.Date,PO-341387,Rejected
CL-6301,Microsoft.OleDb.Date,OI-2772,Completed
CL-233,Microsoft.OleDb.Date,LD-89140,In Progress
CL-78067,Microsoft.OleDb.Date,SJ-1939,Rejected
CL-93124,Microsoft.OleDb.Date,FH-88495,Rejected
CL-29394,Microsoft.OleDb.Date,LO-125337,Completed
CL-58440,Microsoft.OleDb.Date,DR-15738,Completed
CL-58410,Microsoft.OleDb.Date,OX-353139,In Progress
CL-84490,Microsoft.OleDb.Date,SY-63364,Rejected
CL-64934,Microsoft.OleDb.Date,JI-9304,Completed
CL-81875,Microsoft.OleDb.Date,XQ-7221,Rejected
CL-52801,Microsoft.OleDb.Date,WL-358648,Completed
CL-78556,Microsoft.OleDb.Date,TJ-3360,Pending
CL-5747,Microsoft.OleDb.Date,XC-298481,Completed
CL-5225,Microsoft.OleDb.Date,QD-960267,Completed
CL-48689,Microsoft.OleDb.Date,OE-2695,Completed
CL-64243,Microsoft.OleDb.Date,PW-550369,Pending
CL-37143,Microsoft.OleDb.Date,CE-67842,Pending
CL-47477,Microsoft.OleDb.Date,RN-49606,In Progress
CL-2868,Microsoft.OleDb.Date,DC-5972,Completed
CL-35873,Microsoft.OleDb.Date,DN-30725,Rejected
CL-31329,Microsoft.OleDb.Date,JW-16463,Completed
CL-9810,Microsoft.OleDb.Date,PE-37384,In Progress
CL-37205,Microsoft.OleDb.Date,QI-558262,Pending
CL-6947,Microsoft.OleDb.Date,GL-91947,Pending
CL-5342,Microsoft.OleDb.Date,NS-49953,In Progress
CL-89896,Microsoft.OleDb.Date,GR-08810,Completed
CL-2334,Microsoft.OleDb.Date,MO-9100,In Progress
CL-17684,Microsoft.OleDb.Date,VJ-0042,In Progress
CL-13398,Microsoft.OleDb.Date,QB-253090,Rejected
CL-75430,Microsoft.OleDb.Date,GH-28322,In Progress
CL-1661,Microsoft.OleDb.Date,OD-1819,In Progress
CL-51997,Microsoft.OleDb.Date,DH-2718,Completed
CL-9867,Microsoft.OleDb.Date,TD-4560,In Progress
CL-1979,Microsoft.OleDb.Date,UN-093584,Completed
CL-24351,Microsoft.OleDb.Date,FN-0535,Completed
CL-73642,Microsoft.OleDb.Date,YK-578880,Pending
CL-5642,Microsoft.OleDb.Date,UR-2950,Completed
CL-5753,Microsoft.OleDb.Date,UC-0104,Rejected
CL-9857,Microsoft.OleDb.Date,AK-4850,Pending
CL-79930,Microsoft.OleDb.Date,SZ-02197,Rejected
CL-2833,Microsoft.OleDb.Date,OL-75654,Completed
CL-94872,Microsoft.OleDb.Date,YQ-217651,Pending
CL-89764,Microsoft.OleDb.Date,DQ-41566,In Progress
CL-19450,Microsoft.OleDb.Date,GJ-5999,Completed
CL-38694,Microsoft.OleDb.Date,TC-39945,Pending
CL-98926,Microsoft.OleDb.Date,IN-5705,Completed
CL-40820,Microsoft.OleDb.Date,XI-0279,In Progress
CL-2844,Microsoft.OleDb.Date,BL-27856,Pending
CL-2385,Microsoft.OleDb.Date,JB-77183,In Progress
CL-61571,Microsoft.OleDb.Date,DV-9714,In Progress
CL-74030,Microsoft.OleDb.Date,LI-69712,Rejected
CL-53271,Microsoft.OleDb.Date,VF-01715,In Progress
CL-1132,Microsoft.OleDb.Date,NP-7529,Completed
CL-63014,Microsoft.OleDb.Date,QT-45204,Completed
CL-58030,Microsoft.OleDb.Date,MS-40395,In Progress
CL-8064,Microsoft.OleDb.Date,ZG-5073,Pending
CL-9048,Microsoft.OleDb.Date,YK-7791,In Progress
CL-6549,Microsoft.OleDb.Date,LR-004477,In Progress
CL-4864,Microsoft.OleDb.Date,UX-52499,In Progress
CL-86115,Microsoft.OleDb.Date,AX-673544,Rejected
CL-36114,Microsoft.OleDb.Date,NE-7293,Pending
CL-73178,Microsoft.OleDb.Date,JC-769741,In Progress
CL-63075,Microsoft.OleDb.Date,ZH-0844,In Progress
CL-77113,Microsoft.OleDb.Date,FR-0991,Rejected
CL-77710,Microsoft.OleDb.Date,XP-518303,In Progress
CL-21874,Microsoft.OleDb.Date,XF-087755,Pending
CL-2310,Microsoft.OleDb.Date,PV-156165,In Progress
CL-89753,Microsoft.OleDb.Date,PW-85274,In Progress
CL-82850,Microsoft.OleDb.Date,CC-7824,Rejected
CL-31062,Microsoft.OleDb.Date,PZ-6194,Pending
CL-2527,Microsoft.OleDb.Date,HL-1826,Pending
CL-92600,Microsoft.OleDb.Date,WG-7953,Completed
CL-3525,Microsoft.OleDb.Date,LK-8534,Pending
CL-25603,Microsoft.OleDb.Date,IY-4674,Rejected
CL-2806,Microsoft.OleDb.Date,OR-1595,In Progress
CL-40140,Microsoft.OleDb.Date,ZC-7700,Completed
CL-30165,Microsoft.OleDb.Date,FE-98634,Rejected
CL-67839,Microsoft.OleDb.Date,VC-05935,Completed
CL-61868,Microsoft.OleDb.Date,LZ-77096,Completed
CL-88187,Microsoft.OleDb.Date,EF-3175,In Progress
CL-67096,Microsoft.OleDb.Date,GZ-2554,In Progress
CL-78881,Microsoft.OleDb.Date,FU-2104,Pending
CL-31690,Microsoft.OleDb.Date,IB-55490,Rejected
CL-81238,Microsoft.OleDb.Date,KK-006912,Completed
CL-42485,Microsoft.OleDb.Date,SL-16198,In Progress
CL-48914,Microsoft.OleDb.Date,RC-274238,In Progress
CL-16518,Microsoft.OleDb.Date,UY-93164,Completed
CL-414,Microsoft.OleDb.Date,DJ-99513,In Progress
CL-58533,Microsoft.OleDb.Date,GB-3448,Pending
CL-28914,Microsoft.OleDb.Date,IV-4076,Completed
CL-31004,Microsoft.OleDb.Date,QW-71003,Rejected
CL-86598,Microsoft.OleDb.Date,HG-0005,Rejected
CL-37289,Microsoft.OleDb.Date,LV-15617,Rejected
CL-8669,Microsoft.OleDb.Date,UT-712219,In Progress
CL-35470,Microsoft.OleDb.Date,CZ-26776,Rejected
CL-99966,Microsoft.OleDb.Date,DM-52552,Completed
CL-45035,Microsoft.OleDb.Date,HQ-923659,Pending
CL-79950,Microsoft.OleDb.Date,IL-484763,Rejected
CL-95371,Microsoft.OleDb.Date,LM-598658,Pending
CL-4696,Microsoft.OleDb.Date,ZY-838218,In Progress
CL-28767,Microsoft.OleDb.Date,NS-0253,In Progress
CL-55080,Microsoft.OleDb.Date,DP-968102,Pending
CL-23621,Microsoft.OleDb.Date,XT-5232,In Progress
CL-22093,Microsoft.OleDb.Date,GJ-2447,Completed
CL-94266,Microsoft.OleDb.Date,AN-4261,Rejected
CL-93636,Microsoft.OleDb.Date,TN-6105,Rejected
CL-25173,Microsoft.OleDb.Date,LZ-4345,Pending
CL-47398,Microsoft.OleDb.Date,JT-969140,Rejected
CL-1727,Microsoft.OleDb.Date,HS-28118,In Progress
CL-80863,Microsoft.OleDb.Date,AY-761878,In Progress
CL-96953,Microsoft.OleDb.Date,SE-279463,Rejected
CL-76815,Microsoft.OleDb.Date,IA-018448,In Progress
CL-6979,Microsoft.OleDb.Date,HR-0451,Pending
CL-94780,Microsoft.OleDb.Date,LL-79011,In Progress
CL-90114,Microsoft.OleDb.Date,AL-435043,Pending
CL-67627,Microsoft.OleDb.Date,NJ-0641,Pending
CL-8662,Microsoft.OleDb.Date,CZ-3034,In Progress
CL-78396,Microsoft.OleDb.Date,QA-092473,In Progress
CL-74699,Microsoft.OleDb.Date,GJ-6789,Completed
CL-6108,Microsoft.OleDb.Date,GY-9602,Pending
CL-8012,Microsoft.OleDb.Date,DM-7218,Completed
CL-49166,Microsoft.OleDb.Date,BQ-958093,In Progress
CL-7537,Microsoft.OleDb.Date,NS-859141,Pending
CL-54311,Microsoft.OleDb.Date,DB-06733,Completed
CL-63364,Microsoft.OleDb.Date,GP-67303,Pending
CL-6736,Microsoft.OleDb.Date,OY-53680,Pending
CL-31701,Microsoft.OleDb.Date,CC-018671,Pending
CL-76184,Microsoft.OleDb.Date,QX-923770,In Progress
CL-24064,Microsoft.OleDb.Date,WI-06336,Completed
CL-72195,Microsoft.OleDb.Date,DR-465863,Pending
CL-2073,Microsoft.OleDb.Date,QD-1259,Rejected
CL-2043,Microsoft.OleDb.Date,ME-04980,Pending
CL-29557,Microsoft.OleDb.Date,RO-946187,Rejected
CL-2668,Microsoft.OleDb.Date,ZV-61087,Rejected
CL-59622,Microsoft.OleDb.Date,UR-7508,In Progress
CL-2249,Microsoft.OleDb.Date,XU-987379,Rejected
CL-62333,Microsoft.OleDb.Date,WF-6442,Completed
CL-53546,Microsoft.OleDb.Date,ZF-987928,In Progress
CL-42167,Microsoft.OleDb.Date,ST-2049,In Progress
CL-19757,Microsoft.OleDb.Date,QO-231045,Completed
CL-3068,Microsoft.OleDb.Date,RR-08940,Pending
CL-37686,Microsoft.OleDb.Date,LM-351027,In Progress
CL-4045,Microsoft.OleDb.Date,KY-4534,Completed
CL-80653,Microsoft.OleDb.Date,IP-306213,In Progress
CL-90068,Microsoft.OleDb.Date,AJ-6628,Rejected
CL-8912,Microsoft.OleDb.Date,CP-71688,Rejected
CL-925,Microsoft.OleDb.Date,VJ-27239,Rejected
CL-889,Microsoft.OleDb.Date,FX-1094,Rejected
CL-1019,Microsoft.OleDb.Date,IQ-8037,Pending
CL-78662,Microsoft.OleDb.Date,JA-02538,Pending
CL-85905,Microsoft.OleDb.Date,CB-289454,Pending
CL-92207,Microsoft.OleDb.Date,ZA-154417,Completed
CL-92329,Microsoft.OleDb.Date,DU-41992,Rejected
CL-61240,Microsoft.OleDb.Date,VC-241300,Completed
CL-12415,Microsoft.OleDb.Date,MJ-89694,Rejected
CL-45723,Microsoft.OleDb.Date,XC-47731,Rejected
CL-46568,Microsoft.OleDb.Date,JO-0182,Completed
CL-70828,Microsoft.OleDb.Date,CT-0984,Rejected
CL-73604,Microsoft.OleDb.Date,TG-70645,Rejected
CL-51775,Microsoft.OleDb.Date,MV-33460,Pending
CL-36183,Microsoft.OleDb.Date,FI-503314,Rejected
CL-33396,Microsoft.OleDb.Date,AC-14773,Rejected
CL-91720,Microsoft.OleDb.Date,MV-51136,Rejected
CL-76410,Microsoft.OleDb.Date,MC-39233,Rejected
CL-2548,Microsoft.OleDb.Date,RP-4148,Rejected
CL-2875,Microsoft.OleDb.Date,BB-851116,Completed
CL-6875,Microsoft.OleDb.Date,IT-915287,In Progress
CL-2018,Microsoft.OleDb.Date,DP-48048,Pending
CL-73308,Microsoft.OleDb.Date,LO-23942,Completed
CL-43609,Microsoft.OleDb.Date,QS-437217,Completed
CL-95995,Microsoft.OleDb.Date,ET-6233,Rejected
CL-38211,Microsoft.OleDb.Date,OS-11035,In Progress
CL-66382,Microsoft.OleDb.Date,YZ-4807,In Progress
CL-12191,Microsoft.OleDb.Date,AN-98012,Rejected
CL-48214,Microsoft.OleDb.Date,US-83541,In Progress
CL-60674,Microsoft.OleDb.Date,DU-839378,Rejected
CL-27072,Microsoft.OleDb.Date,KU-10101,Rejected
CL-25889,Microsoft.OleDb.Date,AW-86896,Completed
CL-97028,Microsoft.OleDb.Date,MR-574697,Pending
CL-4036,Microsoft.OleDb.Date,XS-991590,Completed
CL-9268,Microsoft.OleDb.Date,WC-732468,Pending
CL-20863,Microsoft.OleDb.Date,CQ-4295,Pending
CL-90517,Microsoft.OleDb.Date,JX-22209,Rejected
CL-10786,Microsoft.OleDb.Date,NI-75905,Rejected
CL-71168,Microsoft.OleDb.Date,IS-667501,Rejected
CL-22802,Microsoft.OleDb.Date,JQ-5873,In Progress
CL-8180,Microsoft.OleDb.Date,HS-173573,Completed
CL-50905,Microsoft.OleDb.Date,WJ-911435,Rejected
CL-4935,Microsoft.OleDb.Date,BR-587119,Completed
CL-19992,Microsoft.OleDb.Date,OI-968079,Rejected
CL-93561,Microsoft.OleDb.Date,VN-13323,Rejected
CL-1714,Microsoft.OleDb.Date,LM-582262,Completed
CL-91610,Microsoft.OleDb.Date,PN-22640,Rejected
CL-7306,Microsoft.OleDb.Date,BR-578398,Completed
CL-56531,Microsoft.OleDb.Date,CP-906231,In Progress
CL-899,Microsoft.OleDb.Date,WP-181105,In Progress
CL-32685,Microsoft.OleDb.Date,HI-678024,Rejected
CL-64762,Microsoft.OleDb.Date,BU-8787,In Progress
CL-71700,Microsoft.OleDb.Date,KS-350024,Pending
CL-84198,Microsoft.OleDb.Date,EU-7700,Rejected
CL-7373,Microsoft.OleDb.Date,AU-824888,Pending
CL-2478,Microsoft.OleDb.Date,QF-775679,Completed
CL-15603,Microsoft.OleDb.Date,WX-178761,In Progress
CL-72217,Microsoft.OleDb.Date,OZ-5722,Rejected
CL-3602,Microsoft.OleDb.Date,CJ-30607,Rejected
CL-35288,Microsoft.OleDb.Date,ZW-328007,In Progress
CL-1972,Microsoft.OleDb.Date,GO-85344,In Progress
CL-39488,Microsoft.OleDb.Date,YB-52371,Pending
CL-33210,Microsoft.OleDb.Date,HX-536903,Pending
CL-8017,Microsoft.OleDb.Date,ZS-355082,Rejected
CL-50648,Microsoft.OleDb.Date,GB-967334,Rejected
CL-54646,Microsoft.OleDb.Date,GI-309630,Pending
CL-38942,Microsoft.OleDb.Date,HV-675358,In Progress
CL-403,Microsoft.OleDb.Date,YQ-858052,Completed
CL-53203,Microsoft.OleDb.Date,QW-17164,Completed
CL-59632,Microsoft.OleDb.Date,VB-2961,Completed
CL-36116,Microsoft.OleDb.Date,SB-4447,Pending
CL-5232,Microsoft.OleDb.Date,LM-11247,Completed
CL-96793,Microsoft.OleDb.Date,SY-44138,Completed
CL-76734,Microsoft.OleDb.Date,BU-97908,In Progress
CL-3419,Microsoft.OleDb.Date,EX-4098,Completed
CL-42644,Microsoft.OleDb.Date,SF-65343,Rejected
CL-7992,Microsoft.OleDb.Date,IF-3246,In Progress
CL-90052,Microsoft.OleDb.Date,DX-6106,Rejected
CL-78082,Microsoft.OleDb.Date,NQ-7907,Pending
CL-76083,Microsoft.OleDb.Date,HT-7994,In Progress
CL-63028,Microsoft.OleDb.Date,ID-79494,Rejected
CL-649,Microsoft.OleDb.Date,EQ-39560,Completed
CL-3325,Microsoft.OleDb.Date,FY-744976,Pending
CL-2302,Microsoft.OleDb.Date,LY-923378,In Progress
CL-76044,Microsoft.OleDb.Date,UU-00710,Pending
CL-85219,Microsoft.OleDb.Date,CF-5690,Rejected
CL-85703,Microsoft.OleDb.Date,WJ-69688,Pending
CL-18853,Microsoft.OleDb.Date,RR-4265,In Progress
CL-50794,Microsoft.OleDb.Date,KY-666235,In Progress
CL-5146,Microsoft.OleDb.Date,YW-063218,In Progress
CL-22190,Microsoft.OleDb.Date,DZ-00666,In Progress
CL-54248,Microsoft.OleDb.Date,EX-44846,Rejected
CL-10182,Microsoft.OleDb.Date,QZ-3740,In Progress
CL-2523,Microsoft.OleDb.Date,BV-904963,In Progress
CL-3380,Microsoft.OleDb.Date,PT-62586,In Progress
CL-9062,Microsoft.OleDb.Date,EE-69227,In Progress
CL-14940,Microsoft.OleDb.Date,XQ-67834,In Progress
CL-11289,Microsoft.OleDb.Date,NW-7819,Pending
CL-8411,Microsoft.OleDb.Date,KZ-365657,Pending
CL-54410,Microsoft.OleDb.Date,AF-4049,Pending
CL-17154,Microsoft.OleDb.Date,HS-1581,Pending
CL-9848,Microsoft.OleDb.Date,ME-3635,In Progress
CL-90502,Microsoft.OleDb.Date,VL-647967,In Progress
CL-1022,Microsoft.OleDb.Date,OD-19895,Rejected
CL-40113,Microsoft.OleDb.Date,HK-1180,Completed
CL-10932,Microsoft.OleDb.Date,MN-40273,Pending
CL-76641,Microsoft.OleDb.Date,JI-0584,Completed
CL-8105,Microsoft.OleDb.Date,LZ-683699,In Progress
CL-84099,Microsoft.OleDb.Date,CL-11379,Completed
CL-11444,Microsoft.OleDb.Date,QB-911383,Rejected
CL-39848,Microsoft.OleDb.Date,BG-594565,Completed
CL-87264,Microsoft.OleDb.Date,TQ-184438,Rejected
CL-19405,Microsoft.OleDb.Date,OW-4954,Rejected
CL-87538,Microsoft.OleDb.Date,NF-233693,Pending
CL-48563,Microsoft.OleDb.Date,LC-943985,Rejected
CL-40014,Microsoft.OleDb.Date,DZ-032263,Pending
CL-12335,Microsoft.OleDb.Date,ZQ-5227,Pending
CL-59013,Microsoft.OleDb.Date,MK-12494,Completed
CL-8452,Microsoft.OleDb.Date,AS-0598,Pending
CL-93815,Microsoft.OleDb.Date,YU-17221,Rejected
CL-29651,Microsoft.OleDb.Date,JJ-23366,Pending
CL-54194,Microsoft.OleDb.Date,ZM-5367,Pending
CL-32587,Microsoft.OleDb.Date,CD-588976,Pending
CL-44250,Microsoft.OleDb.Date,UH-10914,In Progress
CL-24631,Microsoft.OleDb.Date,PK-98102,Pending
CL-38553,Microsoft.OleDb.Date,EP-1390,Completed
CL-6645,Microsoft.OleDb.Date,WN-8802,Pending
CL-13461,Microsoft.OleDb.Date,FZ-55653,Pending
CL-32883,Microsoft.OleDb.Date,WX-122803,Completed
CL-70418,Microsoft.OleDb.Date,OT-16093,Rejected
CL-7032,Microsoft.OleDb.Date,BU-091716,Completed
CL-39571,Microsoft.OleDb.Date,AY-37888,Pending
CL-25552,Microsoft.OleDb.Date,FT-11072,Rejected
CL-6449,Microsoft.OleDb.Date,HF-7889,Pending
CL-34515,Microsoft.OleDb.Date,IQ-96145,Completed
CL-42325,Microsoft.OleDb.Date,EW-67368,Pending
CL-52814,Microsoft.OleDb.Date,HZ-9086,Completed
CL-60631,Microsoft.OleDb.Date,KJ-62228,In Progress
CL-78057,Microsoft.OleDb.Date,YU-000737,In Progress
CL-40667,Microsoft.OleDb.Date,CA-27257,Pending
CL-82348,Microsoft.OleDb.Date,VE-822994,Pending
CL-1842,Microsoft.OleDb.Date,IZ-890989,Rejected
CL-99391,Microsoft.OleDb.Date,IL-7170,Rejected
CL-4373,Microsoft.OleDb.Date,ON-312231,Completed
CL-63288,Microsoft.OleDb.Date,YU-2336,Rejected
CL-42577,Microsoft.OleDb.Date,SP-072449,Pending
CL-76871,Microsoft.OleDb.Date,YE-7545,In Progress
CL-34724,Microsoft.OleDb.Date,BR-67963,Completed
CL-62913,Microsoft.OleDb.Date,DO-00721,Pending
CL-23074,Microsoft.OleDb.Date,GC-72387,Pending
CL-32295,Microsoft.OleDb.Date,ZT-14193,Rejected
CL-96636,Microsoft.OleDb.Date,KS-3182,Pending
CL-72922,Microsoft.OleDb.Date,QP-2039,In Progress
CL-98900,Microsoft.OleDb.Date,NE-2384,Rejected
CL-57236,Microsoft.OleDb.Date,JS-690989,Pending
CL-49625,Microsoft.OleDb.Date,JS-288080,In Progress
CL-7843,Microsoft.OleDb.Date,YS-2964,Pending
CL-5594,Microsoft.OleDb.Date,AZ-178247,Completed
CL-45737,Microsoft.OleDb.Date,JM-52581,Pending
CL-98481,Microsoft.OleDb.Date,NM-991166,In Progress
CL-54220,Microsoft.OleDb.Date,UW-15300,Rejected
CL-34307,Microsoft.OleDb.Date,FS-2906,In Progress
CL-7330,Microsoft.OleDb.Date,KG-08656,In Progress
CL-28958,Microsoft.OleDb.Date,DA-11968,Pending
CL-58411,Microsoft.OleDb.Date,UM-196790,In Progress
CL-72279,Microsoft.OleDb.Date,RD-7689,In Progress
CL-33842,Microsoft.OleDb.Date,NV-9503,Pending
CL-75305,Microsoft.OleDb.Date,HE-981101,Rejected
CL-48951,Microsoft.OleDb.Date,NU-12903,Rejected
CL-12127,Microsoft.OleDb.Date,PK-74761,In Progress
CL-66717,Microsoft.OleDb.Date,WQ-7377,Pending
CL-58878,Microsoft.OleDb.Date,KV-239015,Completed
CL-19178,Microsoft.OleDb.Date,CT-9041,Completed
CL-35291,Microsoft.OleDb.Date,EK-6068,Rejected
CL-63685,Microsoft.OleDb.Date,JS-8298,In Progress
CL-79333,Microsoft.OleDb.Date,CW-8307,In Progress
CL-34380,Microsoft.OleDb.Date,EH-7039,Pending
CL-41657,Microsoft.OleDb.Date,BB-844044,In Progress
CL-953,Microsoft.OleDb.Date,VM-224567,In Progress
CL-32030,Microsoft.OleDb.Date,CZ-776877,In Progress
CL-4507,Microsoft.OleDb.Date,YR-43094,Completed
CL-62793,Microsoft.OleDb.Date,HD-3078,Rejected
CL-33249,Microsoft.OleDb.Date,DC-75627,Rejected
CL-87394,Microsoft.OleDb.Date,VN-7864,Rejected
CL-57318,Microsoft.OleDb.Date,UG-885885,Completed
CL-44730,Microsoft.OleDb.Date,KP-205454,Rejected
CL-4120,Microsoft.OleDb.Date,UK-5861,In Progress
CL-8393,Microsoft.OleDb.Date,WA-32658,In Progress
CL-6219,Microsoft.OleDb.Date,MK-937647,Completed
CL-22336,Microsoft.OleDb.Date,NP-5457,Pending
CL-15048,Microsoft.OleDb.Date,TI-5117,In Progress
CL-35381,Microsoft.OleDb.Date,GA-8062,Completed
CL-83058,Microsoft.OleDb.Date,AQ-75440,Rejected
CL-36976,Microsoft.OleDb.Date,PX-410595,Rejected
CL-46991,Microsoft.OleDb.Date,SE-37341,Rejected
CL-33188,Microsoft.OleDb.Date,OP-2204,Completed
CL-72111,Microsoft.OleDb.Date,TF-819962,Pending
CL-9604,Microsoft.OleDb.Date,DL-2311,Rejected
CL-183,Microsoft.OleDb.Date,LC-7075,Rejected
CL-67584,Microsoft.OleDb.Date,QZ-0662,Completed
CL-56967,Microsoft.OleDb.Date,PS-2890,In Progress
CL-25806,Microsoft.OleDb.Date,OW-15286,In Progress
CL-1503,Microsoft.OleDb.Date,LU-85944,Pending
CL-6702,Microsoft.OleDb.Date,RZ-9151,Pending
CL-43893,Microsoft.OleDb.Date,LN-4817,In Progress
CL-92943,Microsoft.OleDb.Date,WN-500291,Rejected
CL-1585,Microsoft.OleDb.Date,SX-710264,Pending
CL-8981,Microsoft.OleDb.Date,KV-9539,In Progress
CL-31664,Microsoft.OleDb.Date,OA-57011,In Progress
CL-84553,Microsoft.OleDb.Date,TK-78419,Pending
CL-3682,Microsoft.OleDb.Date,SI-487818,Pending
CL-41347,Microsoft.OleDb.Date,UU-35156,Rejected
CL-38041,Microsoft.OleDb.Date,PM-523018,In Progress
CL-33089,Microsoft.OleDb.Date,RA-18667,Pending
CL-51600,Microsoft.OleDb.Date,UY-789349,In Progress
CL-61149,Microsoft.OleDb.Date,YF-3305,Rejected
CL-3026,Microsoft.OleDb.Date,FR-4693,In Progress
CL-6983,Microsoft.OleDb.Date,IP-5940,Pending
CL-96379,Microsoft.OleDb.Date,AI-9771,Completed
CL-35085,Microsoft.OleDb.Date,PA-9415,Rejected
CL-65904,Microsoft.OleDb.Date,FE-95106,Rejected
CL-90379,Microsoft.OleDb.Date,CB-7749,Completed
CL-378,Microsoft.OleDb.Date,DZ-102383,In Progress
CL-2058,Microsoft.OleDb.Date,CA-019235,Pending
CL-65484,Microsoft.OleDb.Date,GP-2610,Completed
CL-30113,Microsoft.OleDb.Date,OD-8942,Rejected
CL-84990,Microsoft.OleDb.Date,CQ-451281,Pending
CL-5129,Microsoft.OleDb.Date,GW-1541,Completed
CL-11948,Microsoft.OleDb.Date,HQ-8941,Completed
CL-21515,Microsoft.OleDb.Date,FI-74886,Rejected
CL-46660,Microsoft.OleDb.Date,QZ-00201,In Progress
CL-73206,Microsoft.OleDb.Date,KO-389575,Pending
CL-31125,Microsoft.OleDb.Date,ZA-4034,Pending
CL-96923,Microsoft.OleDb.Date,JY-099871,Rejected
CL-4481,Microsoft.OleDb.Date,PH-381061,Pending
CL-115,Microsoft.OleDb.Date,CD-973708,Completed
CL-729,Microsoft.OleDb.Date,KX-37886,In Progress
CL-82624,Microsoft.OleDb.Date,RB-927223,Pending
CL-70788,Microsoft.OleDb.Date,PC-88164,Completed
CL-15145,Microsoft.OleDb.Date,SD-69336,Completed
CL-761,Microsoft.OleDb.Date,MS-1664,Completed
CL-2612,Microsoft.OleDb.Date,XU-14264,Rejected
CL-28065,Microsoft.OleDb.Date,NM-5044,Rejected
CL-40853,Microsoft.OleDb.Date,AJ-475732,Completed
CL-9837,Microsoft.OleDb.Date,QJ-84932,Rejected
CL-45331,Microsoft.OleDb.Date,VA-14929,Completed
CL-63321,Microsoft.OleDb.Date,WE-939246,Completed
CL-18261,Microsoft.OleDb.Date,AN-6021,Pending
CL-87880,Microsoft.OleDb.Date,HC-55449,Pending
CL-1413,Microsoft.OleDb.Date,CW-2984,Pending
CL-82811,Microsoft.OleDb.Date,GH-23954,In Progress
CL-5684,Microsoft.OleDb.Date,MU-247846,Completed
CL-49059,Microsoft.OleDb.Date,JU-0819,In Progress
CL-1115,Microsoft.OleDb.Date,WS-722808,Pending
CL-24436,Microsoft.OleDb.Date,SZ-7803,Completed
CL-271,Microsoft.OleDb.Date,MU-643028,In Progress
CL-78940,Microsoft.OleDb.Date,IJ-86686,In Progress
CL-9485,Microsoft.OleDb.Date,TT-44822,Rejected
CL-46144,Microsoft.OleDb.Date,CQ-5530,In Progress
CL-4825,Microsoft.OleDb.Date,VJ-36400,In Progress
CL-58951,Microsoft.OleDb.Date,PP-591417,Completed
CL-30605,Microsoft.OleDb.Date,YI-39801,Completed
CL-78284,Microsoft.OleDb.Date,NA-99233,Pending
CL-93968,Microsoft.OleDb.Date,FA-364875,Pending
CL-50902,Microsoft.OleDb.Date,AS-6931,Pending
CL-8995,Microsoft.OleDb.Date,XL-1643,Completed
CL-4803,Microsoft.OleDb.Date,JX-9832,In Progress
CL-71586,Microsoft.OleDb.Date,XB-37091,Rejected
CL-13747,Microsoft.OleDb.Date,NT-539165,Pending
CL-6078,Microsoft.OleDb.Date,RL-853470,Pending
CL-5960,Microsoft.OleDb.Date,GI-173727,Rejected
CL-70000,Microsoft.OleDb.Date,TQ-82204,Rejected
CL-60791,Microsoft.OleDb.Date,XP-41032,Pending
CL-19718,Microsoft.OleDb.Date,CQ-277873,Completed
CL-7879,Microsoft.OleDb.Date,TR-561699,In Progress
CL-51480,Microsoft.OleDb.Date,TV-49681,In Progress
CL-33901,Microsoft.OleDb.Date,EE-599733,Rejected
CL-9225,Microsoft.OleDb.Date,RO-3986,Rejected
CL-39676,Microsoft.OleDb.Date,QG-9675,In Progress
CL-52653,Microsoft.OleDb.Date,DN-370811,Rejected
CL-59916,Microsoft.OleDb.Date,YN-1765,Completed
CL-30432,Microsoft.OleDb.Date,ZG-349817,Rejected
CL-55270,Microsoft.OleDb.Date,YI-583342,Completed
CL-4027,Microsoft.OleDb.Date,AC-15448,Completed
CL-66716,Microsoft.OleDb.Date,YF-3341,Completed
CL-48471,Microsoft.OleDb.Date,CD-10654,Pending
CL-73836,Microsoft.OleDb.Date,CL-829811,Pending
CL-29493,Microsoft.OleDb.Date,GU-80035,Completed
CL-81613,Microsoft.OleDb.Date,IC-271885,Pending
CL-93140,Microsoft.OleDb.Date,TK-9857,Rejected
CL-4109,Microsoft.OleDb.Date,IA-483819,Rejected
CL-9829,Microsoft.OleDb.Date,BB-71959,Completed
CL-23566,Microsoft.OleDb.Date,OS-3899,Completed
CL-2005,Microsoft.OleDb.Date,AO-394895,In Progress
CL-99018,Microsoft.OleDb.Date,HX-264471,Completed
CL-7985,Microsoft.OleDb.Date,WJ-8896,Pending
CL-99991,Microsoft.OleDb.Date,AP-62347,Pending
CL-8797,Microsoft.OleDb.Date,YE-96489,Completed
CL-91851,Microsoft.OleDb.Date,FX-213118,Completed
CL-51864,Microsoft.OleDb.Date,QS-2290,In Progress
CL-6141,Microsoft.OleDb.Date,BY-033918,In Progress
CL-77622,Microsoft.OleDb.Date,IJ-89223,Pending
